00174729,20200119000000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  274,RH1 0553,PRS 10148,SLP 10170,WD1 161,WDM 144,WS1 005,WSM 008,WND 304,WNS 007,SOL 0107,WET 0,WBG  255,WEA 2
00174729,20200119000100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  275,RH1 0553,PRS 10148,SLP 10170,WD1 343,WDM*350,WS1 007,WSM 013,WND 302,WNS 007,SOL 0109,WET 0,WBG  256,WEA 2
00174729,20200119000200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0553,PRS 10148,SLP 10170,WD1 270,WDM 256,WS1 005,WSM 009,WND 295,WNS 007,SOL 0111,WET 0,WBG  257,WEA 2
00174729,20200119000300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0548,PRS 10148,SLP 10170,WD1 333,WDM 350,WS1 008,WSM 014,WND 299,WNS 007,SOL 0114,WET 0,WBG  256,WEA 2
00174729,20200119000400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0548,PRS 10149,SLP 10171,WD1 257,WDM 224,WS1 003,WSM 007,WND 298,WNS 007,SOL 0117,WET 0,WBG  256,WEA 2
00174729,20200119000500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0547,PRS 10149,SLP 10171,WD1 194,WDM 162,WS1 006,WSM 010,WND 285,WNS 007,SOL 0119,WET 0,WBG  256,WEA 2
00174729,20200119000600,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0548,PRS 10149,SLP 10171,WD1 187,WDM 193,WS1 003,WSM 007,WND 268,WNS 006,SOL 0121,WET 0,WBG  257,WEA 2
00174729,20200119000700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  279,RH1 0546,PRS 10149,SLP 10171,WD1 235,WDM 264,WS1 003,WSM 006,WND 264,WNS 005,SOL 0123,WET 0,WBG  258,WEA 2
00174729,20200119000800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  280,RH1 0542,PRS 10149,SLP 10171,WD1 245,WDM 247,WS1 006,WSM 011,WND 261,WNS 005,SOL 0126,WET 0,WBG  259,WEA 2
00174729,20200119000900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  279,RH1 0540,PRS 10150,SLP 10172,WD1 248,WDM 262,WS1 010,WSM 014,WND 257,WNS 006,SOL 0128,WET 0,WBG  257,WEA 2
00174729,20200119001000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  279,RH1 0540,PRS 10150,SLP 10172,WD1 262,WDM 276,WS1 010,WSM 016,WND 261,WNS 006,SOL 0126,WET 0,WBG  257,WEA 2
00174729,20200119001100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  279,RH1 0541,PRS 10150,SLP 10172,WD1 225,WDM 271,WS1 007,WSM 015,WND 251,WNS 006,SOL 0123,WET 0,WBG  258,WEA 2
00174729,20200119001200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  279,RH1 0542,PRS 10150,SLP 10172,WD1 244,WDM 231,WS1 010,WSM 018,WND 248,WNS 007,SOL 0086,WET 0,WBG  258,WEA 2
00174729,20200119001300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0539,PRS 10150,SLP 10172,WD1 236,WDM 246,WS1 008,WSM 013,WND 239,WNS 007,SOL 0083,WET 0,WBG  255,WEA 2
00174729,20200119001400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0541,PRS 10150,SLP 10172,WD1 263,WDM 274,WS1 009,WSM 012,WND 241,WNS 007,SOL 0099,WET 0,WBG  256,WEA 2
00174729,20200119001500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0539,PRS 10150,SLP 10172,WD1 249,WDM 265,WS1 007,WSM 010,WND 245,WNS 007,SOL 0088,WET 0,WBG  254,WEA 2
00174729,20200119001600,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  275,RH1 0540,PRS 10150,SLP 10172,WD1 203,WDM 235,WS1 004,WSM 006,WND 245,WNS 007,SOL 0072,WET 0,WBG  254,WEA 2
00174729,20200119001700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0542,PRS 10150,SLP 10172,WD1 204,WDM 205,WS1 005,WSM 007,WND 243,WNS 008,SOL 0070,WET 0,WBG  255,WEA 2
00174729,20200119001800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0540,PRS 10150,SLP 10172,WD1 187,WDM 189,WS1 006,WSM 007,WND 239,WNS 008,SOL 0071,WET 0,WBG  255,WEA 2
00174729,20200119001900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0540,PRS 10150,SLP 10172,WD1 174,WDM 178,WS1 006,WSM 007,WND 232,WNS 007,SOL 0074,WET 0,WBG  255,WEA 2
00174729,20200119002000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0539,PRS 10151,SLP 10173,WD1 188,WDM 189,WS1 006,WSM 011,WND 223,WNS 007,SOL 0075,WET 0,WBG  254,WEA 2
00174729,20200119002100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0539,PRS 10151,SLP 10173,WD1 176,WDM 197,WS1 008,WSM 012,WND 217,WNS 007,SOL 0075,WET 0,WBG  255,WEA 2
00174729,20200119002200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0538,PRS 10151,SLP 10173,WD1 222,WDM 262,WS1 007,WSM 013,WND 213,WNS 007,SOL 0080,WET 0,WBG  255,WEA 2
00174729,20200119002300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0538,PRS 10151,SLP 10173,WD1 249,WDM 259,WS1 007,WSM 012,WND 214,WNS 007,SOL 0081,WET 0,WBG  254,WEA 2
00174729,20200119002400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0538,PRS 10151,SLP 10173,WD1 251,WDM 266,WS1 009,WSM 016,WND 213,WNS 007,SOL 0089,WET 0,WBG  254,WEA 2
00174729,20200119002500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0540,PRS 10151,SLP 10173,WD1 255,WDM 270,WS1 009,WSM 017,WND 215,WNS 007,SOL 0119,WET 0,WBG  255,WEA 2
00174729,20200119002600,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0541,PRS 10151,SLP 10173,WD1 247,WDM 273,WS1 009,WSM 013,WND 220,WNS 007,SOL 0182,WET 0,WBG  255,WEA 2
00174729,20200119002700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0541,PRS 10151,SLP 10173,WD1 265,WDM 275,WS1 009,WSM 015,WND 227,WNS 008,SOL 0175,WET 0,WBG  255,WEA 2
00174729,20200119002800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0542,PRS 10151,SLP 10173,WD1 263,WDM 275,WS1 011,WSM 020,WND 236,WNS 008,SOL 0145,WET 0,WBG  256,WEA 2
00174729,20200119002900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0542,PRS 10152,SLP 10174,WD1 259,WDM 267,WS1 009,WSM 014,WND 243,WNS 008,SOL 0107,WET 0,WBG  255,WEA 2
00174729,20200119003000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0545,PRS 10152,SLP 10174,WD1 242,WDM 271,WS1 004,WSM 007,WND 247,WNS 008,SOL 0090,WET 0,WBG  256,WEA 2
00174729,20200119003100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0547,PRS 10152,SLP 10174,WD1 208,WDM 199,WS1 003,WSM 008,WND 251,WNS 008,SOL 0079,WET 0,WBG  257,WEA 2
00174729,20200119003200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  278,RH1 0546,PRS 10152,SLP 10174,WD1 178,WDM 171,WS1 008,WSM 017,WND 249,WNS 008,SOL 0075,WET 0,WBG  258,WEA 2
00174729,20200119003300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0548,PRS 10152,SLP 10174,WD1 161,WDM 154,WS1 010,WSM 018,WND 240,WNS 008,SOL 0077,WET 0,WBG  257,WEA 2
00174729,20200119003400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0550,PRS 10152,SLP 10174,WD1 164,WDM 165,WS1 011,WSM 014,WND 228,WNS 008,SOL 0081,WET 0,WBG  257,WEA 2
00174729,20200119003500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0552,PRS 10153,SLP 10175,WD1 179,WDM 180,WS1 011,WSM 017,WND 216,WNS 009,SOL 0088,WET 0,WBG  257,WEA 2
